Price,Sqft,Location,Bed,Bath
"$1,175,000","2,295",staten-island-new-york-ny,3,4
"$2,750,000","6,300",staten-island-new-york-ny,6,5
"$1,388,888","3,975",staten-island-new-york-ny,3,3
"$688,000","1,200",staten-island-new-york-ny,3,2
"$440,000","1,068",staten-island-new-york-ny,1,2
"$235,000",847,staten-island-new-york-ny,2,1
"$425,000",--,staten-island-new-york-ny,3,2
"$2,000,000","3,280",staten-island-new-york-ny,3,3
"$824,000","1,328",staten-island-new-york-ny,5,3
"$599,000","1,200",staten-island-new-york-ny,2,3
"$395,000",666,staten-island-new-york-ny,2,1
"$539,000","1,204",staten-island-new-york-ny,3,2
"$845,000","1,650",staten-island-new-york-ny,4,4
"$1,094,000","3,328",staten-island-new-york-ny,5,4
"$860,000","2,100",staten-island-new-york-ny,--,2
"$785,000","1,850",staten-island-new-york-ny,4,2
"$1,425,000","2,600",staten-island-new-york-ny,6,5
"$798,000","1,350",staten-island-new-york-ny,4,4
"$1,080,000","3,200",staten-island-new-york-ny,4,4
"$649,900","1,434",staten-island-new-york-ny,3,3
